X,Y,osm_id,osm_type,completeness,is_in_health_zone,amenity,speciality,addr_street,operator,water_source,changeset_id,insurance,staff_doctors,contact_number,uuid,electricity,opening_hours,operational_status,source,is_in_health_area,hidden,changeset_version,emergency,changeset_timestamp,addr_housenumber,addr_postcode,health_amenity_type,addr_city,name,staff_nurses,changeset_user,wheelchair,beds,url,dispensing,healthcare,operator_type,tag
,,614521670,way,18,,hospital,,Kpetenkple Street,,,82989354,,,,06c261e246774f4799eb298431db9a61,,24/7,,,,0,2,,2020/04/02 15:36:46,,,,,Faith Evangelical Mission Hospital,,Jcasas1,,,,,hospital,,
-0.339008629830346,5.54773926450272,5759224255,node,6,,pharmacy,,,,,60697687,,,,ad76a99ad5e54b2c8f69911e8950a582,,,,,,0,1,,2018/07/13 19:23:51,,,,,,,Michris,,,,,,,
0.060702874842434,6.15518224155275,6016629538,node,9,,pharmacy,,,,,63917373,,,,cb3195e8ecf04930971c53c15a98b07a,,,,,,0,2,,2018/10/27 00:18:52,,,,,Vir-Tee Pharmacy,,Enock4seth,,,,,,,
-0.265290545790577,5.55920369638733,2574744949,node,15,,pharmacy,,Dansoman Roundabout,,,19382634,,,,4d74842e13034897b53089b8f378e8ed,,,,,,0,1,,2013/12/10 19:23:04,250,,,,Unicom Chemist Limited,,randomHelge,,,,,,,
,,788120625,way,33,,hospital,"ophthalmology;optometry",Tetteh Kwei Street,Rev Dr Jacob Vanderpuye,,83092197,,,,f039f48c2ab94d88a97c6db34ce1bff5,,,,,,0,1,no,2020/04/05 09:11:28,,3649,,Accra,Van J Eye Care,,Jcasas1,yes,,,,hospital,,
-1.98974416122158,5.29846724763561,5193525333,node,9,,dentist,,,,,53284736,,,,9e33d112dfbb42b89a17e182289753df,,,,,,0,1,,2017/10/27 09:21:10,,,,,Market Circle Dental Clinic,,Enock4seth,,,,,,,
,,255511063,way,9,,hospital,,,,,91556514,,,,ec3f813d40fb497d8aee47dc00a407e2,,,,,,0,2,,2020/09/26 15:55:47,,,,,Ghana Police Hospital,,Enock4seth,,,,,,,
-1.61364984220663,6.73120506782362,6682257763,node,12,,pharmacy,,Kumasi-Ejura Road,,,73548384,,,,6e5bc097f0b2487a84c312a8fe969fcb,,,,,,0,2,,2019/08/20 16:36:21,,,,,Joe Sarb Pharmacy,,GabiStone,,,,,,,
-2.54247686369646,5.07561549248558,7746284986,node,9,,hospital,,,,,88489098,,,,63cdfc0b96bc403f8e6b2e019963a60a,,,,,,0,1,,2020/07/25 08:26:34,,,,,Nzema Baptist Hospital,,Gameli Agboada,,,,,,,
,,615856823,way,9,,clinic,,,,,61539407,,,,b28bcb7805d648eb8b3e3043bcd2d226,,,,,,0,1,,2018/08/10 13:50:25,,,,,Rabito Clinic,,EricKay,,,,,,,
-0.298220025874173,5.62363882266243,7837916785,node,12,,pharmacy,,Kwashieman Ofankor Road,,,89819246,,,,1c475b17a5d24f4d893a5b0651dcf80d,,,,,,0,1,,2020/08/23 19:15:11,,,,,Firdaws Pharmacy Ltd,,mawutor,,,,,,,
-0.120392669449046,5.60110089085725,6575423200,node,6,,pharmacy,,,,,71685164,,,,7da454cca15c4715b514c211f349ea32,,,,,,0,1,,2019/06/27 20:00:02,,,,,,,Enock4seth,,,,,,,
-0.830019428087382,9.68068682401369,2521014504,node,12,,clinic,,,,,81969443,,,,b436ca9a5ea24bd88ee9587c6b1b0886,,,,,,0,3,no,2020/03/09 14:54:53,,,,,Pong-Tamale CHPS Clinic,,Enock4seth,,,,,,,
-1.99962541923477,5.2976960287246,9147127398,node,6,,pharmacy,,,,,112099619,,,,4d64a78d489646bb9626b911552ffd8c,,,,,,0,1,,2021/10/05 01:54:14,,,,,,,GabiStone,,,,,,,
-0.366952470087284,5.49885097605289,4771159343,node,6,,pharmacy,,,,,47383943,,,,ad9fadf84fff404791afd7536358659a,,,,,,0,1,,2017/04/02 14:47:58,,,,,,,Vince96,,,,,,,
,,358871238,way,9,,clinic,,,,,32446214,,,,324c5fc3ffe2484f8a8436b2c54699f6,,,,,,0,1,,2015/07/06 11:40:09,,,,,Madina Polyclinic,,Enock4seth,,,,,,,
,,176388864,way,15,,hospital,,,,,71490076,,,,b9796e41c17f4d76b16fa275d422d3bc,,,,,,0,3,,2019/06/21 17:15:27,,,,L:awra,Lawra District Hospital,,The Madcabbie,,,,,hospital,,
,,381731529,way,9,,doctors,,,,,35487473,,,,fb6f9da3aeae4b90ae30c18747f026d7,,,,,,0,1,,2015/11/21 13:36:54,,,,,New Cross Clinic,,GO_OSM,,,,,,,
-0.202551246165541,5.5720757850909,1368374851,node,9,,clinic,,,,,54735555,,,,9a05b9d7fce945ee97eaff06349eed32,,,,,,0,2,,2017/12/18 16:24:26,,,,,Dua Clinic,,Enock4seth,,,,,,,
-0.178530555688923,5.57153699635489,5748042149,node,9,,pharmacy,,,,,68956141,,,,2a453706723e4ca68cd56223c1e9976a,,,,,,0,2,,2019/04/06 16:24:31,,,,,Late Night Pharmacy,,Yaa2Darko,,,,,,,
-0.174259473107838,5.63170958959014,4789654972,node,15,,clinic,,Maseru Avenue,,,47687214,,,,ed51e90b359a4885a855c788cb5213e0,,,,,,0,1,,2017/04/12 09:22:33,,,,Accra,Diagnostic Centre,,macabe5387,,,,,,,
-0.133065604133208,5.6480878283912,3802491199,node,9,,pharmacy,,,,,60721648,,,,bd1ecacd04c34b0db36db85083921807,,,,,,0,2,,2018/07/14 22:10:11,,,,,Zizi's Pharmacy,,emashie,,,,,,,
-0.250661945457949,5.65262956262578,7267248249,node,9,,pharmacy,,,,,81836623,,,,ff4f5981897a4023b324ab13e7846722,,,,,,0,1,,2020/03/05 19:39:49,,,,,Raise chemist,,pkodame,,,,,,,
-2.82258037028285,5.82158509363686,8048887331,node,9,,pharmacy,,,,,93085110,,,,ff3a9c36c25a43f98cefca3b525868d2,,,,,,0,1,,2020/10/27 00:14:37,,,,,Prince Obour Mintah Pharmacy,,GabiStone,,,,,,,
-0.088965813147382,5.61288567908113,5705985321,node,9,,clinic,,,,,60016851,,,,fe6d1f89d71745b88c4e8cfcab2c250e,,,,,,0,1,,2018/06/20 16:58:47,,,,,Polyclinic,,mawutor,,,,,,,
,,788138027,way,12,,hospital,,,,,83094344,,,,8ac97648743845f5adc59d415675c09b,,,,,,0,1,,2020/04/05 10:38:01,,,,,Valco Clinic,,Jcasas1,,,,,hospital,,
-0.814419281357942,10.7871974522892,8900383609,node,12,,pharmacy,,,,,107547258,,,,6840b371d0a14b7cbfc677f04e1528b1,,,,,,0,1,,2021/07/07 08:54:36,,,,,,,mfbehrens99,,,,yes,pharmacy,,
,,789268996,way,12,,clinic,,,,,83250632,,,,38d8f3cb28cb414c91d09b606076e665,,,,,,0,1,,2020/04/08 11:29:36,,,,,Daboase Clinic,,Sly_Gh,,,,,clinic,,
,,787645390,way,15,,hospital,,,,,83047998,,,,e9310fae1f634a52a1590d538399789a,,24/7,,,,0,1,,2020/04/03 17:33:25,,,,,City of Hope Hospital,,Jcasas1,,,,,hospital,,
,,465805352,way,12,,hospital,,,,,45153422,,,,88c582e0e89448af9918b61d492026e9,,,,"survey; MapBox",,0,1,,2017/01/14 04:59:35,,,,,International Mission Hospital,,Enock4seth,,,,,,,
-1.58450076809234,6.68529327700975,5347282825,node,9,,pharmacy,,,,,55553592,,,,c7db94f206fc4ca9918ecaf72c139292,,,,,,0,1,,2018/01/18 16:10:22,,,,,Elite Pharmacy ltd,,quophi_kombert,,,,,,,
-1.09121604332336,10.9043433501374,6542893585,node,6,,pharmacy,,,,,71187424,,,,963879f7dcf448e883afffd5918842a9,,,,,,0,1,,2019/06/12 16:38:10,,,,,,,mawutor,,,,,,,
-0.118513279119497,5.59695109441506,6779147423,node,9,,pharmacy,,,,,74203471,,,,a91d6223af3a4692845b7fd4bc6971df,,,,,,0,1,,2019/09/07 11:20:46,,,,,TJ Nhyira Herbal Home,,Enock4seth,,,,,,,
-0.08875886395802,5.62810428157812,6615072325,node,21,,clinic,,,,,82656028,private,,,eb22f3f1b41648659d1dc198f3e67959,grid,,,,,0,3,,2020/03/26 10:51:43,,,"emergency_department;imaging_equipment;intensive_care_unit;laboratory",,Darpong Clinic,,tyr_asd,,,,,"doctor;hospital;laboratory;pharmacy",,
-0.005086264071309,5.77226706501133,6095208031,node,21,,clinic,,,,,65107832,,,,d1b714df186646ab92fd786da5af924a,,24/7,,,,0,2,,2018/12/02 22:53:38,,,,"Mataheko,Tema",Omari Medical Centre,,Essuanlive,yes,,,,yes,,
-1.99211146213489,5.30484344519871,3499968761,node,15,,pharmacy,,Bank Road,,,58794116,,,,1bd77fd372b14b509b590233c729dd9e,,,,survey,,0,2,,2018/05/08 16:47:39,,,,,Brakatu Pharmacy,,Enock4seth,,,,,,,
-2.77719630409277,5.0629332538889,7600226975,node,12,,pharmacy,,,,,86311418,,,,1c8d50d7bbf1489386d4a26425fd60eb,,,,,,0,1,,2020/06/07 15:26:49,,,,,,,dr ray,,,,yes,pharmacy,,
,,-8404076,way,9,,hospital,,,,,,,,,b70906711ad74f97bfa9e1851c5c499a,,,,,,0,,,,,,,,Small Animal Teaching Hospital,,,,,,,hospital,,
0.481437198502761,6.59514766857825,6554724540,node,9,,pharmacy,,,,,71355711,,,,b41a98fe18d64793b53bd7d932d3f9ba,,,,,,0,1,,2019/06/18 07:52:22,,,,,Volta Regional Medical Store,,Enock4seth,,,,,,,
-0.208501559228409,5.55412602326385,6989588759,node,6,,clinic,,,,,77271608,,,,8d06c2ceca49414c9a602c58c5134139,,,,,,0,1,,2019/11/19 11:29:15,,,,,,,magma18,,,,,,,
-0.211642174528492,5.57095009549471,6448601889,node,9,,pharmacy,,,,,69889930,,,,4442794898da4195ab1380dae9e047a8,,,,,,0,1,,2019/05/04 21:11:14,,,,,Ernest Chemist,,Enock4seth,,,,,,,
-0.23366294290787,5.56989548443741,5956713515,node,9,,pharmacy,,,,,63222154,,,,42dd1c40268e4f88915829204f69ae7f,,,,,,0,1,,2018/10/05 08:30:29,,,,,Climbers,,Enock4seth,,,,,,,
-0.327980643643969,5.52040017855973,7775290904,node,9,,pharmacy,,,,,88811599,,,,a6c66b573a434fc5a9e21cb654d060ad,,,,,,0,1,,2020/08/01 10:09:52,,,,,Claks Mosk Chemist,,Teyvi-Angela,,,,,,,
-2.51620672186519,6.80525163864877,6609789080,node,6,,pharmacy,,,,,77626620,,,,93711c7b1c904f97b1e446c782403ad1,,,,,,0,2,,2019/11/27 11:30:18,,,,,,,magma18,,,,,,,
-0.897108516364341,10.0688654166529,4449818564,node,9,,clinic,,,,,42926646,,,,c003606bead449ad81ba86573369c67d,,,,,,0,1,,2016/10/15 21:58:12,,,,,CHPS,,Jennifer_Duncan,,,,,,,
,,381731531,way,9,,clinic,,,,,42991838,,,,be953688dae742b8b7a58f1cf16e533e,,,,,,0,2,,2016/10/18 18:51:15,,,,,Nima Goverment Clinic,,tonoarmas,,,,,,,
-1.2929303150504,5.11471246074328,6510966540,node,9,,pharmacy,,,,,70764861,,,,32c1ed111bb34e7e8dfa44c509252ba6,,,,,,0,1,,2019/05/30 10:59:14,,,,,Biomed Pharmacia,,pkodame,,,,,,,
-0.202796500652397,5.57959628007526,6985230183,node,27,,pharmacy,,Oku Street,private_profit,,77193965,,,,d961329d22734f5c95986c5ba4935fb3,,,,Open Cities Accra / GARID- Field Survey,,0,1,no,2019/11/17 16:50:37,,,,Accra,Zagus Chemicals,,Sammyhawkrad,,,,yes,,,
-0.626531545648817,5.34574554012389,7245552671,node,9,,pharmacy,,,,,81512925,,,,4ca82a83a5f84532b16b74576015ab3e,,,,,,0,1,,2020/02/26 16:38:26,,,,,De Pablo Limited,,Enock4seth,,,,,,,
-1.63915002241237,6.19788996605953,7319284442,node,12,,hospital,,,,,82482859,,,,d9d84909c9da4472b9a7b2a54580a655,,,,,,0,2,,2020/03/22 13:13:40,,,,,SDA Hospital,,Christa Obeng Nimako,,,,,yes,,
-1.75832760977079,4.9030708305356,4370881507,node,9,,pharmacy,,,,,59412325,,,,b8d5de4d369a4c79ab13c98f66d8cb61,,,,,,0,2,,2018/05/30 22:57:55,,,,,Ernest Chemist,,Enock4seth,,,,,,,
,,788135801,way,12,,hospital,,,,,83094240,,,,68c381727d044b129eee419a5f1a6d2d,,,,,,0,1,,2020/04/05 10:33:16,,,,,Esidem Hospital,,Jcasas1,,,,,hospital,,
-0.204334244608589,5.67204087690919,7634510373,node,6,,clinic,,,,,86862889,,,,8d2b9a967890437e9418d04bccc31f38,,,,,,0,1,,2020/06/19 08:02:52,,,,,,,Enock4seth,,,,,,,
-0.032652164314186,5.69146702716122,4286137000,node,9,,pharmacy,,,,,40523539,,,,722b98bfbcb84b82974f3eae4f065838,,,,,,0,1,,2016/07/06 15:25:50,,,,,Alive Pharmacy,,Joshua Amudzi,,,,,,,
-0.249740522842103,5.64246901959882,7316574318,node,9,,pharmacy,,,,,82469481,,,,e6a05193c3724798935169247abc9472,,,,,,0,1,,2020/03/21 20:27:34,,,,,PrijoPharma,,Enock4seth,,,,,,,
,,776757651,way,12,,clinic,,,,,81549207,,,,b32d5621249a477589ecbc83281eb59f,,,,,,0,1,,2020/02/27 13:09:43,,,,,Vakpo Health Center,,mfbehrens99,,,,,clinic,,
,,688616221,way,15,,pharmacy,,,,,70023507,,,,969c99d61be04e1c8bdfcc05d51b4595,,,,,,0,1,,2019/05/08 11:59:12,,,,,GMC Pharmacy,,kayforson,,,,yes,pharmacy,,
,,785924698,way,12,,hospital,,,,,82834298,,,,05d481eb72e8439e8a215b569c9288d7,,,,,,0,1,,2020/03/30 16:26:32,,,,,New Life Laboratory & Clinic,,Jcasas1,,,,,hospital,,
-0.191560307991182,5.67582178579269,5732666951,node,9,,pharmacy,,,,,60329857,,,,6581559e0483457aad9f3ce37dcbf7de,,,,,,0,1,,2018/07/01 20:32:53,,,,,Linivien Pharmacy,,Enock4seth,,,,,,,
-0.850739911827475,9.39967656314198,6657361532,node,15,,pharmacy,,,,,72765287,,,,c4b78b1367c4481e822222055361f6ba,,,,,,0,1,,2019/07/29 11:15:43,,,,,Opac Pharmacy,,ickwmss,,,,yes,pharmacy,,
-0.19254208030992,5.61680254243413,1700719799,node,9,,dentist,,,,,11174216,,,,718c4ddd3ca44e8b9337d63fa0391cad,,,,,,0,1,,2012/04/04 09:43:15,,,,,Bethel Dental Clinic,,GO_OSM,,,,,,,
-1.24812946168313,5.1098878372766,6573951078,node,9,,pharmacy,,,,,71660556,,,,ecca7c7ba84b45acb62e9b9c431eb62a,,,,,,0,1,,2019/06/27 06:46:59,,,,,Family Health Pharmacy,,pkodame,,,,,,,
-1.62253130680929,6.69713095504267,6936362984,node,9,,pharmacy,,,,,76475321,,,,39677549b318432a914558fc4bb9f995,,,,,,0,1,,2019/11/01 05:27:23,,,,,Mikaddo Pharmacy Limited,,Enock4seth,,,,,,,
-0.014842212632061,5.6725625665627,4313553906,node,9,,pharmacy,,,,,40908031,,,,680fd7dc39c74d268397657a9c07e1dc,,,,,,0,1,,2016/07/20 22:20:44,,,,,Top Pill Pharmacy,,Joshua Amudzi,,,,,,,
-0.215608910205361,5.55908433808614,1405374124,node,15,,clinic,,Official Street,,,73545501,,,,38ed25aad5064263b3670ababf3e68ce,,24/7,,,,0,6,,2019/08/20 15:16:41,,,,,Odorna Medical Center,,Enock4seth,,,,,,,
,,353537474,way,21,,hospital,,,,,83086771,public,,,5071a88b7ac645d99983047d58a23114,,24/7,,,,0,2,,2020/04/05 02:23:11,,,"emergency_department;laboratory;operating_theater;x_ray",,Sunyani Regional Hospital,,Martin Affum,,,,,hospital,,
-0.197138380734145,5.58815068281609,6985350566,node,18,,pharmacy,,Oku Street,,,77195352,,,,498a59733ef748f1895d785c5570bc58,,,,Open Cities Accra / GARID- Field Survey,,0,1,,2019/11/17 17:48:40,,,,Accra,Magmitch Pharmacy,,Sammyhawkrad,,,,,,,
-0.180095876106577,5.56444976194558,6795161816,node,9,,pharmacy,,,,,74471108,,,,56aeb1c6d9164171a3c4b844e8dc381d,,,,,,0,1,,2019/09/14 12:01:29,,,,,Eye Plus Pharmacy,,Enock4seth,,,,,,,
,,655985218,way,12,,clinic,,,,,82184646,,,,661d1611ea834c44b1c55534706b16ac,,,,,,0,2,,2020/03/14 01:53:16,,,,,Twin City Clinic,,Innoventions,,,,,clinic,,
-0.201507112487207,5.69511533433652,6703531223,node,9,,pharmacy,,,,,73274796,,,,0791c62d8aad4ed2a38bf3366f7da4db,,,,,,0,1,,2019/08/12 15:49:57,,,,,Jessumana Pharmacy,,Enock4seth,,,,,,,
-0.185608905280901,5.66747626007896,7187301603,node,9,,pharmacy,,,,,80579570,,,,f365af8a67ab403f9ef80dee01d8defd,,,,,,0,1,,2020/02/05 09:41:17,,,,,Zoe Pharmacy,,Enock4seth,,,,,,,
-2.45137488011289,6.85951683416539,7702568985,node,12,,clinic,,,,,87821102,,,,231b8dddd84549109d0540543cc9279a,,Mo-Su 08:00-17:00,,,,0,1,,2020/07/10 14:05:13,,,,,NKASEIM COMMUNITY CLINIC,,Yankyera Stephen,,,,,,,
-1.60734447172533,6.69005612585002,6938858994,node,6,,pharmacy,,,,,76522442,,,,b6d561d9ba874b0ebb1db3ee23f1baab,,,,,,0,1,,2019/11/02 09:01:29,,,,,,,Enock4seth,,,,,,,
-2.01179384716693,5.56783362007576,9127625140,node,6,,pharmacy,,,,,111782192,,,,5cc540bfb36f42108624f91629b621bb,,,,,,0,1,,2021/09/27 18:23:24,,,,,,,GabiStone,,,,,,,
,,613752958,way,9,,hospital,,,,,74329861,,,,f6ff0f7791884df8a81b49891d350f7f,,,,,,0,2,,2019/09/10 21:36:06,,,,,Kropo Charity Hospital,,mfbehrens99,,,,,,,
,,665805262,way,9,,hospital,,,,,66596742,,,,ad467748848e495d983e5b92ab7f79f1,,,,,,0,1,,2019/01/24 10:27:00,,,,,Sam J Hospital,,Enock4seth,,,,,,,
,,786544124,way,12,,hospital,,,,,82925230,,,,bda2254bacd540ea8e133b18a365a266,,,,,,0,1,,2020/04/01 13:10:45,,,,,Governmental Hospital,,Jcasas1,,,,,hospital,,
-0.030388128447981,5.70262174772355,4286173293,node,9,,pharmacy,,,,,40523539,,,,b5eac318bd394f46ad49b81267697c09,,,,,,0,1,,2016/07/06 15:25:26,,,,,Uptown Pharmacy,,Joshua Amudzi,,,,,,,
-1.64586912363433,6.69392898421134,6711467326,node,9,,clinic,,,,,73370600,,,,f57b6df38b5d4a35b7727089cbbb76cb,,,,,,0,1,,2019/08/15 05:54:41,,,,,Amerilife Spine Clinic,,Sammyhawkrad,,,,,,,
-0.340099450709346,5.55554357072856,5759607065,node,9,,pharmacy,,,,,67767964,,,,39d33d7a20bc47899905d14013f96793,,,,,,0,3,,2019/03/04 13:46:33,,,,,Farmacia,,Essuanlive,,,,,,,
-0.254071536030892,5.57290425240058,6261963936,node,12,,pharmacy,,Dansoman Road,,,66967285,,,,1a670a74e32d4dd0912cd6bb5ca9593e,,,,,,0,1,,2019/02/06 15:25:38,,,,,Alive Pharmaceuticals (Gh) Ltd Wholesale,,Jay29,,,,,,,
-0.208860723779395,5.54900342313937,4270160491,node,9,,pharmacy,,,,,40349717,,,,b83157577399453cbbb788685cbceddc,,,,,,0,1,,2016/06/28 18:12:55,,,,,J M Addo and sons ltd.,,john mensah,,,,,,,
0.018515163608527,9.28265077796627,6548999012,node,6,,pharmacy,,,,,71274452,,,,c9a77a1f5c204799983bbdccb0149799,,,,,,0,1,,2019/06/15 08:43:44,,,,,,,Teyvi-Angela,,,,,,,
,,785915055,way,12,,hospital,,,,,82832482,,,,e3c2275899084d4bbdd1b1a20e987bb1,,,,,,0,1,,2020/03/30 15:43:20,,,,,Family Health Hospital,,Jcasas1,,,,,hospital,,
,,930106836,way,15,,pharmacy,,,,,103828852,,,,50428da135004daab56ef3c2edf26e02,,,,,,0,2,,2021/04/29 08:53:35,,,,,Sapphire Pharmacy,,uliwanne,,,,yes,pharmacy,,
,,725851386,way,6,,pharmacy,,,,,74637973,,,,de082a593e3f4ca1908b5d5173725d56,,,,,,0,2,,2019/09/18 17:06:34,,,,,,,DerekvB,,,,,,,
-2.3531534756118,7.85723932788511,7251249885,node,9,,clinic,,,,,81617058,,,,77ea868d838f41e6a62656bd4c5e3ced,,,,,,0,2,,2020/02/29 10:40:09,,,,,Gyau CHPS Compound,,Enock4seth,,,,,,,
-2.51340331052978,6.80191513827154,6721877883,node,6,,pharmacy,,,,,77626620,,,,f767c554a6704679a3838924a35aefc5,,,,,,0,2,,2019/11/27 11:30:18,,,,,,,magma18,,,,,,,
-1.27760643584955,5.13447262983678,6556867994,node,9,,pharmacy,,,,,71389830,,,,ab37b5fcd6f74059ac19f399857ab69b,,,,,,0,1,,2019/06/19 06:54:15,,,,,Mosmay Pharmacy,,pkodame,,,,,,,
,,787118973,way,24,,hospital,"paediatrics;midwifery",,Midwife Esi,,82978832,,,,653d6eab581d4b75a41c358511c06f23,,,,,,0,1,,2020/04/02 11:49:42,,,,Dansoman,Nyameadom Maternity Home,,Jcasas1,,,,,hospital,private,
,,786576008,way,12,,hospital,,,,,82930799,,,,1ca848920c594218a151ef820625b1cf,,,,,,0,1,,2020/04/01 15:00:53,,,,,Ashongman Community Hospital,,Jcasas1,,,,,hospital,,
-0.239346879087918,5.56981074339632,3073535099,node,6,,pharmacy,,,,,60218761,,,,98926d80a3574aa282c17fd9dec5afd6,,,,,,0,3,,2018/06/27 13:36:50,,,,,,,Enock4seth,,,,,,,
-0.015316963627811,5.67753856720068,8909723941,node,12,,pharmacy,,,,,107746347,,,,dfea81d00e2c477cadac47ed56f530cc,,,,,,0,1,,2021/07/10 12:42:42,,,,,,,Emefa,,,,yes,pharmacy,,
-0.099256862406719,5.59069869756181,6977988712,node,15,,clinic,,Oak Street,,,77094697,,,,a8da083b9f8b45db8355cb872ba68c11,,"Mo-Fr 8:00-18:00,Sa 7:00-13:00",,,,0,1,,2019/11/14 20:56:00,,,,,The Oak Street Clinic,,mawutor,,,,,,,
-0.215419646831691,5.61221948541692,3720696848,node,9,,dentist,,,,,33673751,,,,b7f0d147190e45cf932e3d5d92487938,,,,,,0,1,,2015/08/29 23:57:32,,,,,Elite Dental Centre,,GO_OSM,,,,,,,
,,786598312,way,12,,hospital,,,,,82935899,,,,5643b22153f0470fb3c3060a1316b399,,,,,,0,1,,2020/04/01 16:24:50,,,,,Ngleshie Amanfro Community Health Center,,Jcasas1,,,,,hospital,,
-0.256451577436991,6.097372171546,6481545556,node,9,,hospital,,,,,70372288,,,,4bde1c12320f4c35bac8a7df9e7518ef,,,,,,0,1,,2019/05/17 19:55:19,,,,,Emergency Ward,,EricKay,,,,,,,
,,788134117,way,12,,hospital,,,,,83094026,,,,ff257916c0b245a8a5396f54d95c4228,,,,,,0,1,,2020/04/05 10:25:24,,,,,Polyclinic,,Jcasas1,,,,,hospital,,
-1.24660831389519,10.3275909630143,1919300445,node,12,,clinic,,,,,13149566,,,,fa10b42fafd042cf82cf26b47585e008,,,,"MVP,Columbia University",,0,1,,2012/09/17 21:29:47,,,,,Gbedembilisi CHPS,,sherpashaky,,,,,,,
,,488708454,way,15,,hospital,,,,,82989155,,,,740316a21aca43c6ae2cfa18046862eb,,24/7,,,,0,2,,2020/04/02 15:31:21,,,,,Fountain Care Hospital,,Jcasas1,,,,,hospital,,
-1.51979440343055,8.66461533841877,6535940042,node,6,,pharmacy,,,,,71082262,,,,89d3073e9db641e193ec517bf07cf9db,,,,,,0,1,,2019/06/09 22:16:35,,,,,,,Teyvi-Angela,,,,,,,
-0.262849148853206,6.09855494190282,6395651958,node,9,,pharmacy,,,,,69074692,,,,ed2228f7f565471f87345b726a7002ea,,,,,,0,1,,2019/04/10 09:05:23,,,,,Amicus Pharmacy,,EricKay,,,,,,,
,,786241323,way,12,,hospital,,,,,82877678,,,,f081be50bca5484980d07b62a491afe1,,,,,,0,1,,2020/03/31 15:03:37,,,,,Tarkwa Mine Hospital,,Jcasas1,,,,,hospital,,
-1.76679534363282,4.92069478778629,5331770567,node,6,,pharmacy,,,,,55332097,,,,045709842a9f43fe9e167cc16693dfd9,,,,,,0,1,,2018/01/10 19:33:47,,,,,,,Enock4seth,,,,,,,
-1.7669585392876,4.9019647545928,6226204623,node,9,,pharmacy,,,,,73468288,,,,27967111668e40469e86cbd72218871c,,,,,,0,2,,2019/08/18 16:37:24,,,,,EFS-ESS Pharmacy,,Enock4seth,,,,,,,
,,554224617,way,18,,hospital,,,,,79394249,,,,8dddf4b1f64c42b48a9ec1849635147d,,,,Bing 11/29/2010-4/27/2014,,0,2,no,2020/01/09 21:59:35,,,,,Diare Health Center,,mfbehrens99,,,,,hospital,,
-0.649696862906552,5.39956439929651,9036385276,node,9,,pharmacy,,,,,110255154,,,,cefe897f58ff4c359e0d715fefd37370,,,,,,0,1,,2021/08/25 23:02:45,,,,,God is love Pharmacy,,pkodame,,,,,,,
,,787651055,way,12,,hospital,,,,,83048508,,,,e67ae7dc47fc40d79bd4de9c45812bb4,,,,,,0,1,,2020/04/03 17:50:30,,,,,Anfoega Catholic Hospital,,Jcasas1,,,,,hospital,,
,,513108606,way,9,,clinic,,,,,50864440,,,,a87e668876bf4202b4b747cec8d812d1,,,,,,0,1,,2017/08/05 14:33:40,,,,,D.O.D. (Doctors on Duty) Clinic,,macabe5387,,,,,,,
-0.204411022841668,5.66430655957487,7306802598,node,6,,pharmacy,,,,,82361519,,,,6dfae754c2a74070aa77746ec8c48409,,,,,,0,1,,2020/03/18 19:41:09,,,,,,,Enock4seth,,,,,,,
,,464683570,way,15,,hospital,,,University of Ghana,,84520847,,,,7b9b0f3c06ea408ca6a577bad15c76a0,,,,,,0,3,,2020/05/02 13:16:18,,,,"Legon, Accra",University of Ghana Teaching Hospital,,Jwale,,,,,,,
-0.584599566280758,5.36922635221705,7383192362,node,21,,clinic,,,Government,,83271649,,,,323086a3a3484089a7bfdb5b9938ec91,,Mo-Fr 08:00-17:00,,,,0,1,,2020/04/08 20:49:08,,,,,Nsuakyire Community Clinic,,amedsanda,,,,,clinic,community,
,,786553291,way,12,,hospital,,,,,82926712,,,,ec4e44dec9994b28be15a026b8a3a13c,,,,,,0,1,,2020/04/01 13:40:42,,,,,Amankwah CHPS Compound,,Jcasas1,,,,,hospital,,
-0.014269058093078,5.73640936705405,6019652556,node,9,,pharmacy,,,,,63952180,,,,1f13bdccb1f648d2a651dbf46137030b,,,,,,0,1,,2018/10/28 14:47:44,,,,,OBM Pharmacy,,Enock4seth,,,,,,,
-0.173091119624473,5.68010812343758,6772261844,node,9,,pharmacy,,,,,74092198,,,,37a763cf97b247ee890e82e8a7027ec1,,,,,,0,1,,2019/09/04 14:51:24,,,,,Quantum Pharmacy,,Enock4seth,,,,,,,
-0.175069416411503,5.67883709164033,5730097211,node,9,,pharmacy,,,,,60299438,,,,32779649a2c24951acec669dd9ebc0d6,,,,,,0,1,,2018/06/30 10:45:44,,,,,Aide Chemists,,Enock4seth,,,,,,,
-0.178406335883892,5.55689858919558,4278047642,node,9,,clinic,,,,,43565050,,,,601519c0b796420187c272d1d98118f4,,,,,,0,2,,2016/11/11 18:19:03,,,,,Lifebridge Physio Clinic,,Enock4seth,,,,,,,
-0.107861556566604,5.62011683076796,6859260076,node,15,,pharmacy,,,,,75398289,,,,379cf2c2052245d090e8d6199bd3d3d9,,,,,,0,1,,2019/10/08 02:51:17,,,,Accra,,,Jwale,,,,yes,pharmacy,,
0.286509921413369,5.86469003653505,7877561279,node,9,,hospital,,,,,90444900,,,,67d5834ac4b34da1b5b057d9450f0e14,,,,,,0,1,,2020/09/05 08:44:12,,,,,Dawa CHIP compound,,pkodame,,,,,,,
