X,Y,osm_id,osm_type,completeness,amenity,addr_street,operator,changeset_id,staff_doctors,contact_number,uuid,opening_hours,source,changeset_version,emergency,changeset_timestamp,health_amenity_type,addr_city,name,changeset_user,healthcare,operator_type,tag
-1.766795344,4.920694788,5331770567,node,6,pharmacy,,,55332097,,,045709842a9f43fe9e167cc16693dfd9,,,1,,10/01/2018 19:33,,,,Enock4seth,,,
-1.766958539,4.901964755,6226204623,node,9,pharmacy,,,73468288,,,27967111668e40469e86cbd72218871c,,,2,,18/08/2019 16:37,,,EFS-ESS Pharmacy,Enock4seth,,,
,,554224617,way,18,hospital,,,79394249,,,8dddf4b1f64c42b48a9ec1849635147d,,Bing 11/29/2010-4/27/2014,2,no,09/01/2020 21:59,,,Diare Health Center,mfbehrens99,hospital,,
-0.649696863,5.399564399,9036385276,node,9,pharmacy,,,110255154,,,cefe897f58ff4c359e0d715fefd37370,,,1,,25/08/2021 23:02,,,God is love Pharmacy,pkodame,,,
,,787651055,way,12,hospital,,,83048508,,,e67ae7dc47fc40d79bd4de9c45812bb4,,,1,,03/04/2020 17:50,,,Anfoega Catholic Hospital,Jcasas1,hospital,,
,,513108606,way,9,clinic,,,50864440,,,a87e668876bf4202b4b747cec8d812d1,,,1,,05/08/2017 14:33,,,D.O.D. (Doctors on Duty) Clinic,macabe5387,,,
-0.204411023,5.66430656,7306802598,node,6,pharmacy,,,82361519,,,6dfae754c2a74070aa77746ec8c48409,,,1,,18/03/2020 19:41,,,,Enock4seth,,,
,,464683570,way,15,hospital,,University of Ghana,84520847,,,7b9b0f3c06ea408ca6a577bad15c76a0,,,3,,02/05/2020 13:16,,"Legon, Accra",University of Ghana Teaching Hospital,Jwale,,,
-0.584599566,5.369226352,7383192362,node,21,clinic,,Government,83271649,,,323086a3a3484089a7bfdb5b9938ec91,Mo-Fr 08:00-17:00,,1,,08/04/2020 20:49,,,Nsuakyire Community Clinic,amedsanda,clinic,community,
,,786553291,way,12,hospital,,,82926712,,,ec4e44dec9994b28be15a026b8a3a13c,,,1,,01/04/2020 13:40,,,Amankwah CHPS Compound,Jcasas1,hospital,,
-0.014269058,5.736409367,6019652556,node,9,pharmacy,,,63952180,,,1f13bdccb1f648d2a651dbf46137030b,,,1,,28/10/2018 14:47,,,OBM Pharmacy,Enock4seth,,,
-0.17309112,5.680108123,6772261844,node,9,pharmacy,,,74092198,,,37a763cf97b247ee890e82e8a7027ec1,,,1,,04/09/2019 14:51,,,Quantum Pharmacy,Enock4seth,,,
-0.175069416,5.678837092,5730097211,node,9,pharmacy,,,60299438,,,32779649a2c24951acec669dd9ebc0d6,,,1,,30/06/2018 10:45,,,Aide Chemists,Enock4seth,,,
-0.178406336,5.556898589,4278047642,node,9,clinic,,,43565050,,,601519c0b796420187c272d1d98118f4,,,2,,11/11/2016 18:19,,,Lifebridge Physio Clinic,Enock4seth,,,
-0.107861557,5.620116831,6859260076,node,15,pharmacy,,,75398289,,,379cf2c2052245d090e8d6199bd3d3d9,,,1,,08/10/2019 2:51,,Accra,,Jwale,pharmacy,,
0.286509921,5.864690037,7877561279,node,9,hospital,,,90444900,,,67d5834ac4b34da1b5b057d9450f0e14,,,1,,05/09/2020 8:44,,,Dawa CHIP compound,pkodame,,,
,,786944629,way,12,hospital,,,82943040,,,a7ec319c89454f439abd21371e863866,,,1,,01/04/2020 20:06,,,Manhyia District Hospital,Jcasas1,hospital,,
-0.82619946,9.395632043,7133423371,node,15,pharmacy,,,79611930,,,a003bf81ef7546a4bd7dae39431163dc,,,1,,15/01/2020 15:05,,,24hr Pharmacy,ickwmss,pharmacy,,
-0.098992162,5.58757032,6732455567,node,9,pharmacy,,,73589551,,,3f959c8941b1476b90bb6db945a5fc4c,,,1,,21/08/2019 16:47,,,Tinattet Herbal Centre,Enock4seth,,,
-0.231062541,5.572958232,4971251581,node,9,pharmacy,,,50294813,,,cb86f57819f3476fb91831f363e794a1,,,1,,14/07/2017 21:39,,,Maxkins Pharmacy,Enock4seth,,,
-1.282860464,5.141116294,6511815840,node,9,pharmacy,,,70779383,,,cd6625de073c4ba0ba564c5aeeae3630,,,1,,30/05/2019 17:09,,,Blue Cross Pharmacy,pkodame,,,
-0.260182027,6.088269341,6274427264,node,9,clinic,,,67355830,,,9a10be5c34a94ecb9242952086fb0ed4,,,2,,19/02/2019 14:45,,,Cosmas- Damien Clinic,EricKay,,,
,,786233147,way,12,hospital,,,82876591,,,00868d3315f34e6f8b4c5f419d78fc8c,,,1,,31/03/2020 14:35,,,Holy Family Hospital,Jcasas1,hospital,,
-2.539023436,10.05191754,8957046942,node,9,clinic,,,108757219,,,f3d396e18c1146afbc4c3736ed9868dc,,,1,,28/07/2021 12:05,,,Homeland Clinic,mfbehrens99,,,
-0.155530446,5.557770139,6897763704,node,9,clinic,,,76535295,,,bdff74dafe424a33bb423f1bad1811b0,,,2,,02/11/2019 18:59,,,La Medicare Ltd,Jwale,,,
-1.46940215,8.001943079,7183821686,node,9,clinic,,,80524485,,,122588b7cc78447c9256d316e2fabb4e,,,1,,04/02/2020 9:47,,,Be im Chips Compound,Arnson,,,
-0.260930615,5.630627654,6475165522,node,9,clinic,,,70270313,,,2a5e706994ad46c08a206721f17be41b,,,1,,15/05/2019 11:10,,,BJ Medical Centre,Rebecca H,,,
-1.763935438,4.897696019,3783842540,node,12,clinic,,,34599576,,,4185d4eba9b94be0876f5274dbeede8f,,,1,,12/10/2015 21:04,,Takoradi,Rabbito Clinic,Jwale,,,
,,700487786,way,18,clinic,,,78522004,,,c494fc19a1584074a7ad3532b2cb7cd8,,,3,yes,17/12/2019 10:41,,,Zuarungu Health Centre,mfbehrens99,clinic,,
-1.020438163,5.265033177,8070178813,node,9,pharmacy,,,93356209,,,4a9e53b7a8354be1b9942d476e9e8b72,,,1,,01/11/2020 0:44,,,A & E Pharmacy,pkodame,,,
0.046954458,5.754540429,6173271978,node,9,clinic,,,65893043,,,22e71f8a195b4727886fc6c811a6410d,,,1,,30/12/2018 17:43,,,Codia Clinic,Enock4seth,,,
,,680116564,way,12,hospital,,,83023924,,,dd5c1d42b8074845bcde84fdafaef9c7,,,2,,03/04/2020 9:37,,,Samudure Hospital,Jcasas1,hospital,,
,,786529847,way,12,hospital,,,82923546,,,a0a47c7264cc400f8be8017ff9bf7e74,,,1,,01/04/2020 12:36,,,Anthon Memorial Hospital,Jcasas1,hospital,,
,,358330133,way,12,hospital,,,50107157,,,e9461ff521c142598f70f52542fe5168,,DG Premium,2,,07/07/2017 12:11,,,Bengali Hospital,Enock4seth,,,
0.47526443,6.604227868,7574692595,node,6,pharmacy,,,86002455,,,b2672c93c84f452ba63946a8cddea9f5,,,1,,31/05/2020 9:23,,,,mawutor,,,
,,836636704,way,21,pharmacy,,KANBOK PHARMACEUTICALS,89326293,,,3944015df44e4b0da529da760b0d5bef,"Mo-Sa 08:00-21:00, Su 14:00-21:00",,1,,13/08/2020 1:11,,,KANBOK PHARMACEUTICALS,Ewoenam,pharmacy,,
-0.171331507,5.556541352,6680083600,node,9,pharmacy,,,72970129,,,61a625b31bb84d8bad745941c3b0c497,,,1,,03/08/2019 13:39,,,Health Style Pharmacy,Enock4seth,,,
-2.048716634,7.299444459,7257973786,node,9,clinic,,,81684391,,,7c56b6bf739743f09c5d463e26d48c96,,,1,,02/03/2020 14:05,,,Asuboi chips compound,Arnson,,,
-2.325109053,6.187511326,7697394222,node,18,,Asankrangua Road,,88482101,,,e839d209e74f4492afec6ab2056329da,Mo-Fr 08:00-17:00,,2,,25/07/2020 3:30,,Sefwi Bekwai,Nana Amoako Diagnotic Limited,Adababu Godswill,laboratory,,
0.01785006,5.723245085,6466793970,node,9,pharmacy,,,70142830,,,15c58c188345454db7de12efe1743b03,,,1,,11/05/2019 17:15,,,Brobbson Pharmacy,Enock4seth,,,
-0.843908242,9.444514548,1880289111,node,15,pharmacy,,,79394249,,,f11375fb81c04f289cc2cd277a1570de,,,2,,09/01/2020 21:59,,,Ethical Pharmacy,mfbehrens99,pharmacy,,
-0.155802019,5.658421542,7127853157,node,12,clinic,,,79619124,,,60e1dce0baac4a69bf6c8014f0bb4098,Mo-Fr 07:30-16:00; Sa-Su 08:30-16:00,,2,,15/01/2020 19:12,,,Save the Nation's Sight Clinic,Enock4seth,,,
-0.251772631,5.617650875,7441173154,node,9,pharmacy,,,84050983,,,3d9ef4f04625479e9fb533634aeda14b,,,1,,24/04/2020 9:23,,,Obitu A. Adam OTC,Enock4seth,,,
-0.419405163,5.535456424,6953609643,node,9,pharmacy,,,76743566,,,9051f67494dd453e92e132158697fd30,,,1,,07/11/2019 9:25,,,Enerst Chemist,Captaingideon,,,
-1.636539646,6.708791775,6091147586,node,9,pharmacy,,,64879904,,,23334b3aea3e4d649dfda8047acfc68f,,,1,,25/11/2018 23:56,,,Ernest Chemist,Enock4seth,,,
-0.251984442,5.590083047,7209383695,node,9,pharmacy,,,81003313,,,77893d35a054401cba2c994c245101b0,,,2,,14/02/2020 10:37,,,Hemins Pharmacy Limited,Enock4seth,,,
-0.183796067,5.587969969,7038861920,node,9,pharmacy,,,78062610,,,9fb363ea246b43a1bc13d3b007664f3f,,,1,,06/12/2019 15:59,,,37 Pharmacy,Joshua kwame,,,
-0.16008534,5.670065681,2152138381,node,9,doctors,,,15009231,,,ae8ead0d2a2848e6a5df67b019565c14,,,1,,12/02/2013 17:55,,,Peace Clinic,lowlevel,,,
,,621692284,way,9,hospital,,,62192911,,,38e9624d5bcd4a048f59cd7a099d2819,,,1,,01/09/2018 8:57,,,Samartex Hospital,Michris,,,
-0.022033047,5.69247713,9033778534,node,12,clinic,,,110204334,,,0980c71fd9724cc19c5888a4c6de8964,,,1,,25/08/2021 5:16,,,Middle East Clinic,Sammyhawkrad,clinic,,
-0.785890552,10.39750249,7119947983,node,9,pharmacy,,,79394249,,,279662053f3c415baabd5cc23fbc760e,,,2,,09/01/2020 21:59,,,,mfbehrens99,pharmacy,,
-0.204461901,5.667693435,7532272117,node,9,dentist,,,85381148,,,7f3d2970a705499db82c2b41d415cef7,,,1,,18/05/2020 11:34,,,King Solomon Dental Clinic,Sammyhawkrad,,,
,,786182448,way,12,hospital,,,82868238,,,f33bb787bc074291b7e00ee6d41246af,,,1,,31/03/2020 11:15,,,Cape Coast Teaching Hospital,Jcasas1,hospital,,
-2.82161972,5.821652568,8207694287,node,9,pharmacy,,,95514130,,,65f5c2ff2f3944bbb02683456c12117b,,,1,,08/12/2020 22:39,,,Excora Pharmacy Limited,GabiStone,,,
-0.203707111,5.563460278,6437976663,node,9,pharmacy,,,73580225,,,ddcea8799a484f12811f9b2a8eecb1f0,,,2,,21/08/2019 13:06,,,ERNBRID Pharmacy,Enock4seth,,,
-0.257359924,6.090803358,6435778898,node,9,pharmacy,,,69690791,,,18aae3f2de1a4348b1892fc75cb7c96a,,,1,,29/04/2019 10:56,,,Kama Pharmacy,EricKay,,,
,,787185921,way,12,hospital,,,82989250,,,ba25d2566ce54b148f1a570d97b1693f,,,1,,02/04/2020 15:33,,,Konongo Hospital,Jcasas1,hospital,,
0.985624935,5.893046686,6032340907,node,6,pharmacy,,,64119931,,,c1da8453d9024afbb15db75e55b18e3e,,,1,,02/11/2018 16:42,,,,Enock4seth,,,
-1.940966262,5.365820282,4803881309,node,9,clinic,,,47940781,,,869faacdbd6643e184c9dddd44f83460,,,1,,19/04/2017 14:16,,,Aboso Clinic,Enock4seth,,,
,,787190436,way,12,hospital,,,82990058,,,a5d00c5cdbf94018912d5f6e76eb4658,,,1,,02/04/2020 15:53,,,Ahmaddiyya Hospital,Jcasas1,hospital,,
-0.256649307,6.097459427,6481547290,node,9,hospital,,,70372330,,,c018736adda4425992ff7d1be3385ae1,,,1,,17/05/2019 19:56,,,Laboratory,EricKay,,,
-0.212958469,5.560169878,6305321317,node,9,pharmacy,,,67611029,,,658b51eb0ec24eaa8dc9fc4b05d294b2,,,1,,27/02/2019 9:35,,,Osons Chemist,Enock4seth,,,
-1.757194209,4.896149558,7328643108,node,9,pharmacy,,,82612177,,,407f73d8591b47f68bcf2a0392dc3c42,,,1,,25/03/2020 12:48,,,East Cantonments Pharmacy,Edict01,,,
-0.222605872,5.559321127,5331310697,node,6,pharmacy,,,55323433,,,bb0d443de7754fefbc54c6fc88ee09b9,,,1,,10/01/2018 14:18,,,,Enock4seth,,,
,,788125499,way,12,hospital,,,83092932,,,dbffab7d064941c0a18ee1ea50db3804,,,1,,05/04/2020 9:42,,,The Bank Hospital Anex,Jcasas1,hospital,,
-0.158601072,5.790474822,9132744117,node,6,pharmacy,,,111876134,,,f011d46bdc4041e7966b1f323cb40319,,,1,,29/09/2021 16:34,,,,mawutor,,,
-0.207488355,5.574363374,1356937919,node,9,doctors,,,8686901,,,164d87f59bcf429995ac0ffcb0dd8a74,,,1,,10/07/2011 18:35,,,St. Bernhard Eye Clinic,GO_OSM,,,
0.595159089,5.998648859,5087711022,node,6,pharmacy,,,60218761,,,e45ac281a547453f9753e0b4e9722b7c,,,2,,27/06/2018 13:36,,,,Enock4seth,,,
-1.281898557,5.139571174,6511801866,node,9,clinic,,,70779025,,,fe9e3d124361467b8c195d0bf832c3dc,,,1,,30/05/2019 16:59,,,Salgyin Medical Center,pkodame,,,
,,683879725,way,9,hospital,,,69227542,,,9e1d963f531147fa832482016c63697c,,,1,,15/04/2019 9:19,,,Nagel Memorial Hospital Annex,Essuanlive,,,
-0.249149263,5.6238995,7441397234,node,9,pharmacy,,,84053395,,,35201caaa2c841e8b94be45b63e076d6,,,1,,24/04/2020 10:04,,,JK Pharmacy,Enock4seth,,,
,,624514212,way,12,hospital,,,64673202,,,8f7f8e5f1bfd446a818f10e5bd7f9e86,24-Jul,,3,,19/11/2018 21:29,,,Agyei-Mensah Memorial Home,magma18,,,
-1.770023634,4.909156595,7745148441,node,9,pharmacy,,,88474450,,,66b9ee2802a14c7cb9c0abb05edd6261,,,1,,24/07/2020 19:32,,,Mosan Frontline Pharmacy,pkodame,,,
,,786943905,way,12,hospital,,,82942975,,,23ea8ee8ad1b40f2b1e9276e0c389519,,,1,,01/04/2020 20:04,,,Bole District Hospital,Jcasas1,hospital,,
-0.249709258,5.575697941,5731354877,node,15,pharmacy,Nii Amasa street,,60589233,,,e40b112d9af845678ebf297b4d9b6e30,Mo-Sa 09:00-22:00; Su 14:00-21:30,,2,,10/07/2018 20:46,,,Lifeline Chemist,Enock4seth,,,
,,786326334,way,15,hospital,,,82887818,,,b0ed0aa536fe4d7cb5e9e8cf5d95d264,24-Jul,,1,,31/03/2020 19:14,,,New Jejeti Health Centre,Jcasas1,hospital,,
,,786339065,way,12,hospital,,,82888792,,,15a0f14911744344adc4442022db2e6a,,,1,,31/03/2020 19:48,,,Kenop Care Hospital,Jcasas1,hospital,,
-0.169033776,5.651146469,6755669332,node,9,pharmacy,,,73873224,,,7c80f3aaa33d4a6eb39dd4e84ea6d123,,,1,,29/08/2019 9:39,,,Discount Pharmacy,Enock4seth,,,
-1.605183366,6.671771758,6593269623,node,9,pharmacy,,,71960745,,,38fe7593caf147688aec157ac933b8be,,,1,,06/07/2019 14:30,,,Saqs Pharmacy,Sammyhawkrad,,,
-0.052081081,5.625637068,8071501404,node,12,hospital,,,93367791,,,406785b4113748bb97c8f4141dae2001,,,1,,01/11/2020 13:22,,,Jubail Specialist Hospital,mawutor,hospital,,
-0.229899636,5.549131331,6974715277,node,12,pharmacy,,,77758801,,,7954fe4a9e784d6b81e7c8acdc1c722c,24-Jul,,2,,30/11/2019 14:11,,,AnsaPharma,Dumills,,,
-0.242198151,5.627602038,4557990252,node,9,pharmacy,,,83428767,,,b14152b297f64d1e8035d2d0a870afb9,,,2,,12/04/2020 14:09,,,Eribel Pharmacy,Enock4seth,,,
-0.233354908,5.594638779,5627808037,node,9,pharmacy,,,59093721,,,f4bbbc50e9b0498b92da79888b5ea944,,,1,,19/05/2018 1:01,,,Aython Drugs,Enock4seth,,,
0.057818327,8.855835048,6548996226,node,6,pharmacy,,,71274452,,,dbd034b4892647e0bc00be4680564f38,,,1,,15/06/2019 8:44,,,,Teyvi-Angela,,,
-1.635742024,6.709284966,6535948184,node,9,pharmacy,,,71082249,,,89f9ec11e3c147caa95e6d510bc56fac,,,1,,09/06/2019 22:14,,,Ernest Chemist,Teyvi-Angela,,,
,,435648923,way,12,clinic,,,79173430,,,8f01c90e5fcd4e1b82c6a402fd50dea4,,,2,,03/01/2020 21:07,,,Namoo Clinic,mfbehrens99,clinic,,
,,787194009,way,12,hospital,,,82990657,,,f73821ff4ef54fcbb59124aec917fd11,,,1,,02/04/2020 16:06,,,Agyakwa Hospital,Jcasas1,hospital,,
,,725923042,way,12,doctors,,,76092806,,,e20b81cb1d8a47e7b78c657ebe5c51e3,,,5,,23/10/2019 9:46,,,,DerekvB,doctor,,
-2.386424602,7.611421493,7251099486,node,9,clinic,,,81600193,,,58307b188ace41959aee2ba7757ff339,,,1,,28/02/2020 17:06,,,Dagadu chips compound,Arnson,,,
-0.105013554,5.583214496,6727482684,node,9,clinic,,,73551681,,,a733f91ad5634ba89bf0351e12723566,,,1,,20/08/2019 18:15,,,Christian Medical Service Clinic,Enock4seth,,,
,,785946802,way,12,hospital,,,82836981,,,ba822c07bbc948929b7a79584626ab14,,,1,,30/03/2020 17:29,,,Kamina Medical Center,Jcasas1,hospital,,
-0.237999823,5.57468373,3621666091,node,12,pharmacy,,,54555195,,,66487c763b714888a1367d309e1d9ab5,Mo-Sa 08:00-20:00,,3,,12/12/2017 3:01,,,Flexta Pharmacy,Enock4seth,,,
-2.100323006,6.959027878,7704399539,node,9,hospital,,,87845594,,,fae269836643439aa37994736dc09c7d,,,1,,11/07/2020 7:32,,,Anyinasuso Health Centre,magma18,,,
-0.172576303,5.561695385,6356087258,node,9,clinic,,,68439346,,,4c9db902f72f414ab00c3bcff2dc32c9,,,1,,23/03/2019 9:44,,,Acheampong Specialist Clinic,Enock4seth,,,
-0.23356345,5.566185235,5751454691,node,9,pharmacy,,,63350669,,,1bd46133ca1b4c819e2217c3cf1b62ad,,,3,,09/10/2018 15:26,,,Regent Pharmacy,Enock4seth,,,
-0.370171121,10.52783698,7133434576,node,15,pharmacy,,,79612662,,,ac6bc186be3c4714b36f2d16742ade22,,,1,,15/01/2020 15:29,,,Pharmacy,ickwmss,pharmacy,,
-0.17183484,5.554256781,5321471509,node,9,clinic,,,67535449,,,5ce2d4607de7490b88ec1c8ba6406b2d,,,2,,25/02/2019 4:59,,,Healthnet Clinic,Humus015,,,
,,786552200,way,9,clinic,,,108988700,,,4ab3270507c54070b6d9e82f45b8a539,,,2,,01/08/2021 21:51,,,Ponyentanga Clinic,Enock4seth,,,
-0.20852704,5.554324088,5150562248,node,9,clinic,,,52666650,,,a22eb9acd831418a8fe66069766a5c1d,,,1,,05/10/2017 20:57,,,SIC Bob Freeman Clinic,ThaDyno,,,
-0.171942045,5.718895464,6233786941,node,9,pharmacy,,,90398100,,,bb0808baf3af41b1bee5e37bba5379f4,,,3,,04/09/2020 7:06,,,Health Lover,Enock4seth,,,
-0.208231159,5.592264521,1270558809,node,9,doctors,,,28775021,,,b3bf08d49c024ee88d9f30cc4d8342a2,,,2,,11/02/2015 14:47,,,Sape Agbo Memorial Hospital,GO_OSM,,,
-1.245274502,5.111539324,6532592717,node,12,pharmacy,,,71035151,,,e582b86b7a5a47ce981d42c0ce901584,,,1,,07/06/2019 18:50,,,Cape Coast Pharmacy,pkodame,,,
-2.516668062,6.803948839,6314191642,node,12,pharmacy,Goaso High Street,,67736154,,,6950980f23cf426694a9078673ef8fa1,,,1,,03/03/2019 12:45,,,Willidark Chemical,Deagar,,,
-0.08664302,5.60371353,5714094831,node,12,pharmacy,,,60108190,,,95942702a5c74b1da1b9bf5b7dcd2f0f,"Mo-Su 07:00-14:00, 22:00-22:00",,1,,23/06/2018 20:12,,,Sebatos,mawutor,,,
-0.324553367,5.531492789,7775299415,node,6,pharmacy,,,88811599,,,d0574549e6b246759297eaea7c8156d4,,,1,,01/08/2020 10:09,,,,Teyvi-Angela,,,
-0.859367321,9.432179488,6657453049,node,12,pharmacy,,,79474897,,,9d73c59d21684946b2884e7d5b5805b6,,,2,,12/01/2020 12:52,,,,mfbehrens99,pharmacy,,
-1.894322564,8.16972967,7201326687,node,9,clinic,,,80811308,,,0a56b3f4e5154b87b3ba4aba11e58a71,,,1,,10/02/2020 18:49,,,Manchala chip co,Arnson,,,
,,732030337,way,15,clinic,,,75333901,,,72098c2099494fcdbccc2b87706911b0,,,1,no,06/10/2019 7:48,,,Nyariga Clinic,mfbehrens99,clinic,,
-0.171290268,5.607486644,6923935295,node,9,clinic,,,76284192,,,9beb34c9c48945b5a47773cdf4f652d7,,,1,,28/10/2019 6:51,,,Airport Clinic Limited,amuzujoe,,,
0.531420666,7.235073454,8927743039,node,9,,,,108143175,,,cfccb43a469a461b87a8458722280b85,,,1,,16/07/2021 23:08,,,Baika Health Centre Laboratory,AwezGeo,laboratory,,
-2.319891821,7.334834782,6814427686,node,9,pharmacy,,,74755900,,,54ffa50add18481794afe1f7c5152a64,,,1,,21/09/2019 18:13,,,Danpong Pharmacy,mawutor,,,
-0.077807153,5.606483498,4830568666,node,9,doctors,,,48331273,,,90dda5c2cce2465c81fe01709c0cfc33,,,1,,02/05/2017 10:40,,,Christian Medical Centre & Laboratory,GO_OSM,,,
-0.264329225,5.528908146,2026403692,node,15,pharmacy,,,13986039,,,777d80e7f9a14324b5d623f3a6dbb5bd,Mo-Su 08:00-23:00,,1,,22/11/2012 14:13,,,Westlife Pharmacy,Merhawi,,,
-0.837699179,9.401244566,6544018643,node,15,pharmacy,,,72393837,,,833ba045093d4f3f880cf77a509a7ab0,,,2,,18/07/2019 14:29,,,E.B Pharmacy,ickwmss,pharmacy,,
,,786571709,way,12,hospital,,,82930056,,,28bb31dd1259486e83a10af60fec8f52,,,1,,01/04/2020 14:44,,,Pro Vita Specialist Hospital,Jcasas1,hospital,,
,,192082873,way,9,hospital,,,13986039,,,b7dccf3aff934c8aafc5a3f4e3571cfe,,,1,,22/11/2012 14:13,,,Karikari Brobbey Hospital,Merhawi,,,
-0.819270727,9.469944321,6657453027,node,12,pharmacy,,,79474897,,,fe05eb726e58412a9fad2f03a6a3935a,,,2,,12/01/2020 12:52,,,,mfbehrens99,pharmacy,,
-1.493061916,5.052906067,6588780837,node,9,clinic,,,71895223,,,21aebc9037bc4cc383f735039d15b977,,,1,,04/07/2019 12:24,,,Komenda Health Center,pkodame,,,
-1.994847315,5.305860841,4269314814,node,9,pharmacy,,,49814057,,,903b72f61eeb4f7688e96426ccc3df59,,,2,,25/06/2017 13:20,,,Westlink Chemists Limited,Enock4seth,,,
,,278268702,way,9,hospital,,,27659878,,,504108f3a2664ad29018a1b09fb29a08,,,2,,23/12/2014 21:03,,,University of Ghana Hospital,Enock4seth,,,
-0.013215453,5.688991097,6553299805,node,6,pharmacy,,,71332507,,,5448aac7e7334f3cbed8bc36c7c7ed94,,,1,,17/06/2019 14:33,,,,Teyvi-Angela,,,
,,786143439,way,12,hospital,,,82860835,,,2b0a8ffcf28b4f8eb3699c22b1ebdccc,,,1,,31/03/2020 8:28,,,Kintampo District Hospital,Jcasas1,hospital,,
-0.811057971,9.422405267,6657452993,node,15,pharmacy,,,72767126,,,c46c554f9b404f5aaf3a846ad9e1d520,,,1,,29/07/2019 12:02,,,Mohammed Alidu Chemicals,ickwmss,pharmacy,,
,,788123054,way,15,hospital,,,83092562,,,193366de836c4b90923de83163c8b389,,,1,,05/04/2020 9:27,,,Abrafi Women and Children Hospital,Jcasas1,hospital,,
-2.77734634,5.290728656,7325629085,node,21,pharmacy,Main Street,Mary Armah,82574877,,,1ee0c418ee4a44e7ac39e519098a2513,,,1,,24/03/2020 14:12,,,Nyankson Amihere,stephen benzoate,,,
-0.046699815,5.677582488,9150839718,node,9,pharmacy,,,112154719,,,337786d3836243cd9f450ae6ac6f5c65,,,1,,06/10/2021 7:14,,,Charis Pharma,mawutor,,,
-0.628650658,5.34820873,7388379167,node,12,,,,83433719,,,8e11686a1b28423291a2bdc1bfbd8533,,,2,,12/04/2020 17:06,,,City Chemicals,amedsanda,pharmacy,,
-1.70043984,6.698234936,7476292381,node,21,hospital,Sunyani Road,,84568995,,,b53f3624dd8a401fbfded86cf4c61924,,,1,,03/05/2020 15:29,,Kumasi,Tanoso community hospital,Ishaque Boadu,hospital,,
-0.07821334,5.605143147,6673315763,node,9,,,,72924534,,,f62b4cde8d514f4e991d90d19a057c28,,,1,,02/08/2019 6:34,,,3G Medical Diagnosis,Teyvi-Angela,alternative,,
-0.073848045,5.613232522,6465598585,node,9,pharmacy,,,70123081,,,effd7b7d26b44829b524fd49f9efa9df,,,1,,10/05/2019 19:57,,,Pepmay,mawutor,,,
0.020875927,9.206767732,6548982331,node,6,clinic,,,71274430,,,c3e0263ce95e4e6a811754e5f3066104,,,1,,15/06/2019 8:42,,,,Enock4seth,,,
-0.399341317,5.539199279,7777513011,node,9,pharmacy,,,88835074,,,0c0a6941fe6f490c901f43d15acdfd05,,,1,,02/08/2020 9:58,,,Declan Pharmacy,Enock4seth,,,
-0.225232173,5.600712725,6593471393,node,9,pharmacy,,,71964657,,,1e2f7132f8c34747ad32d45bad4f802b,,,1,,06/07/2019 17:42,,,Prime Pharmacy,Enock4seth,,,
-0.213842005,5.54465749,6218840085,node,9,pharmacy,,,66429372,,,4c5fc760174e4893ba3175e14ff919ed,,,1,,18/01/2019 14:43,,,Syrene Health Services,Enock4seth,,,
-0.285114753,5.631013724,7779103597,node,9,pharmacy,,,88849087,,,af54e38ae30b4653bba87d279ce8a683,,,1,,02/08/2020 19:30,,,Listings,Enock4seth,,,
,,642644539,way,12,clinic,,,64331783,,,ecfd4076e8de476f9842c5a4d42129fd,,,1,,09/11/2018 17:13,,,WARA Clinic Takoradi,Stefano Verugi,clinic,,
,,772687830,way,9,clinic,,,81041284,,,feef3834d5404422a093fbd630bf32c4,,,1,,15/02/2020 11:52,,,Mansie Chips Compound,magma18,,,
-0.117965606,5.604905018,7348800680,node,15,pharmacy,,,82848942,,,a693c2c6f15b467090510fadf4146f90,,,1,,31/03/2020 2:22,,,Kingstreet Pharmacy,mawutor,pharmacy,,
-0.848788269,9.38118072,6657361490,node,15,pharmacy,,,72765287,,,c29e05bd00bc4792a348f52e9d5d3ced,,,1,,29/07/2019 11:15,,,Bankaman Pharmacy,ickwmss,pharmacy,,
0.314273383,6.678144436,6235565286,node,9,clinic,,,67906016,,,9a1a5cf948bc4b748257eaf4438fee2d,,,2,,08/03/2019 1:19,,,Kpeve New Town Health Center,benjaminFaguer,,,
,,672670915,way,9,hospital,,,108093921,,,36a41d49974b43358c4b2a61bbc9bce9,,,3,,16/07/2021 6:57,,,Advance Body Sculpture,pkodame,,,
,,787189650,way,12,hospital,,,82989973,,,cbbc2763bece4027a66d9c7b63ad251a,,,1,,02/04/2020 15:51,,,Royal Good Shepherd,Jcasas1,hospital,,
,,787186104,way,9,hospital,,,82989310,,,32afc627ecb94ec798171c76a631c2f6,,,1,,02/04/2020 15:35,,,,Jcasas1,hospital,,
,,786508246,way,15,hospital,,,82920877,,,3011a7d080cc41aca1371b1cac181c08,,locals knowledge,1,,01/04/2020 11:40,,,Barnor Hospital,Jcasas1,hospital,,
,,737904671,way,6,clinic,,,76109810,,,cb159bdf5ba84a2dafadf7d47a8cf2b6,,,1,,23/10/2019 14:39,,,,TWHB,,,
-0.228462726,5.535603191,7629520511,node,15,pharmacy,,,86779305,,,d2c0ca6bcfc149b39bd53ed46bab86b0,,,1,,17/06/2020 14:29,,,Open 24 Hours Pharmacy,mawutor,pharmacy,,
